img=images/tilesets/tileset_ruins.png

tile=24,0,0,192,384,96,336
tile=25,192,0,192,384,96,336
tile=26,384,0,192,384,96,336
tile=27,576,0,192,384,96,336
tile=28,768,0,192,384,96,336
tile=29,960,0,192,384,96,336
tile=30,1152,0,192,384,96,336
tile=31,1344,0,192,384,96,336
tile=32,1536,0,192,384,96,336
tile=33,1728,0,192,384,96,336
tile=34,1920,0,192,384,96,336
tile=35,2112,0,192,384,96,336
tile=36,2304,0,192,384,96,336
tile=37,2496,0,192,384,96,336
tile=38,2688,0,192,384,96,336
tile=39,2880,0,192,384,96,336
tile=40,0,384,192,384,96,336
tile=41,192,384,192,384,96,336
tile=42,384,384,192,384,96,336
tile=43,576,384,192,384,96,336
tile=44,768,384,192,384,96,336
tile=45,960,384,192,384,96,336
tile=46,1152,384,192,384,96,336
tile=47,1344,384,192,384,96,336
tile=48,1536,384,192,384,96,336
tile=49,1728,384,192,384,96,336
tile=50,1920,384,192,384,96,336
tile=51,2112,384,192,384,96,336
tile=52,2304,384,192,384,96,336
tile=53,2496,384,192,384,96,336
tile=54,2688,384,192,384,96,336
tile=55,2880,384,192,384,96,336
tile=56,0,768,192,384,96,336
tile=57,192,768,192,384,96,336
tile=58,384,768,192,384,96,336
tile=59,576,768,192,384,96,336
tile=60,768,768,192,384,96,336
tile=61,960,768,192,384,96,336
tile=62,1152,768,192,384,96,336
tile=63,1344,768,192,384,96,336
tile=64,1536,768,192,384,96,336
tile=65,1728,768,192,384,96,336
tile=66,1920,768,192,384,96,336
tile=67,2112,768,192,384,96,336
tile=68,2304,768,192,384,96,336
tile=69,2496,768,192,384,96,336
tile=70,2688,768,192,384,96,336
tile=71,2880,768,192,384,96,336
tile=72,0,1152,192,384,96,336
tile=73,192,1152,192,384,96,336
tile=74,384,1152,192,384,96,336
tile=75,576,1152,192,384,96,336
tile=76,768,1152,192,384,96,336
tile=77,960,1152,192,384,96,336
tile=78,1152,1152,192,384,96,336
tile=79,1344,1152,192,384,96,336
tile=80,1536,1152,192,384,96,336
tile=81,1728,1152,192,384,96,336
tile=82,1920,1152,192,384,96,336
tile=83,2112,1152,192,384,96,336
tile=84,2304,1152,192,384,96,336
tile=85,2496,1152,192,384,96,336
tile=86,2688,1152,192,384,96,336
tile=87,2880,1152,192,384,96,336
tile=88,0,1536,192,384,96,336
tile=89,192,1536,192,384,96,336
tile=90,384,1536,192,384,96,336
tile=91,576,1536,192,384,96,336
tile=92,768,1536,192,384,96,336
tile=93,960,1536,192,384,96,336
tile=94,1152,1536,192,384,96,336
tile=95,1344,1536,192,384,96,336
tile=96,1536,1536,192,384,96,336
tile=97,1728,1536,192,384,96,336
tile=104,0,1920,192,384,96,336
tile=105,192,1920,192,384,96,336
tile=106,384,1920,192,384,96,336
tile=107,576,1920,192,384,96,336
tile=108,768,1920,192,384,96,336
tile=109,960,1920,192,384,96,336
tile=110,1152,1920,192,384,96,336
tile=111,1344,1920,192,384,96,336
tile=112,1536,1920,192,384,96,336
tile=113,1728,1920,192,384,96,336
tile=114,1920,1920,192,384,96,336
tile=115,2112,1920,192,384,96,336
tile=116,2304,1920,192,384,96,336
tile=117,2496,1920,192,384,96,336
tile=118,2688,1920,192,384,96,336
tile=119,2880,1920,192,384,96,336
tile=120,0,2304,192,384,96,336
tile=121,192,2304,192,384,96,336
tile=122,384,2304,192,384,96,336
tile=123,576,2304,192,384,96,336
tile=124,768,2304,192,384,96,336
tile=125,960,2304,192,384,96,336
tile=126,1152,2304,192,384,96,336
tile=127,1344,2304,192,384,96,336
tile=128,1536,2304,192,384,96,336
tile=129,1728,2304,192,384,96,336
tile=130,1920,2304,192,384,96,336
tile=131,2112,2304,192,384,96,336
tile=132,2304,2304,192,384,96,336
tile=133,2496,2304,192,384,96,336
tile=134,2688,2304,192,384,96,336
tile=135,2880,2304,192,384,96,336
tile=136,0,2688,192,384,96,336
tile=137,192,2688,192,384,96,336
tile=138,384,2688,192,384,96,336
tile=139,576,2688,192,384,96,336
tile=140,768,2688,192,384,96,336
tile=141,960,2688,192,384,96,336
tile=142,1152,2688,192,384,96,336
tile=143,1344,2688,192,384,96,336
tile=144,1536,2688,192,384,96,336
tile=145,1728,2688,192,384,96,336
tile=146,1920,2688,192,384,96,336
tile=147,2112,2688,192,384,96,336
tile=148,2304,2688,192,384,96,336
tile=149,2496,2688,192,384,96,336
tile=150,2688,2688,192,384,96,336
tile=151,2880,2688,192,384,96,336
tile=152,0,3072,192,384,96,336
tile=153,192,3072,192,384,96,336
tile=154,384,3072,192,384,96,336
tile=155,576,3072,192,384,96,336
tile=156,768,3072,192,384,96,336
tile=157,960,3072,192,384,96,336
tile=158,1152,3072,192,384,96,336
tile=168,0,3456,192,384,96,336
tile=169,192,3456,192,384,96,336
tile=170,384,3456,192,384,96,336
tile=171,576,3456,192,384,96,336
tile=172,768,3456,192,384,96,336
tile=173,960,3456,192,384,96,336
tile=174,1152,3456,192,384,96,336
tile=175,1344,3456,192,384,96,336
tile=176,1536,3456,192,384,96,336
tile=177,1728,3456,192,384,96,336
tile=178,1920,3456,192,384,96,336
tile=179,2112,3456,192,384,96,336
tile=180,2304,3456,192,384,96,336
tile=181,2496,3456,192,384,96,336
tile=182,2688,3456,192,384,96,336
tile=183,2880,3456,192,384,96,336
tile=184,0,3840,192,384,96,336
tile=185,192,3840,192,384,96,336
tile=186,384,3840,192,384,96,336
tile=187,576,3840,192,384,96,336
tile=188,768,3840,192,384,96,336
tile=189,960,3840,192,384,96,336
tile=190,1152,3840,192,384,96,336
tile=191,1344,3840,192,384,96,336
tile=192,1536,3840,192,384,96,336
tile=193,1728,3840,192,384,96,336
tile=194,1920,3840,192,384,96,336
tile=195,2112,3840,192,384,96,336
tile=196,2304,3840,192,384,96,336
tile=197,2496,3840,192,384,96,336
tile=198,2688,3840,192,384,96,336
tile=199,2880,3840,192,384,96,336
tile=200,0,4224,192,384,96,336
tile=201,192,4224,192,384,96,336
tile=202,384,4224,192,384,96,336
tile=203,576,4224,192,384,96,336
tile=204,768,4224,192,384,96,336
tile=205,960,4224,192,384,96,336
tile=206,1152,4224,192,384,96,336
tile=207,1344,4224,192,384,96,336
tile=208,1536,4224,192,384,96,336
tile=209,1728,4224,192,384,96,336
tile=210,1920,4224,192,384,96,336
tile=211,2112,4224,192,384,96,336
tile=212,2304,4224,192,384,96,336
tile=213,2496,4224,192,384,96,336
tile=214,2688,4224,192,384,96,336
tile=215,2880,4224,192,384,96,336
tile=216,0,4608,192,384,96,336
tile=217,192,4608,192,384,96,336
tile=218,384,4608,192,384,96,336
tile=219,576,4608,192,384,96,336
tile=220,768,4608,192,384,96,336
tile=221,960,4608,192,384,96,336
tile=222,1152,4608,192,384,96,336
tile=223,1344,4608,192,384,96,336
tile=224,1536,4608,192,384,96,336
tile=225,1728,4608,192,384,96,336
tile=226,1920,4608,192,384,96,336
tile=227,2112,4608,192,384,96,336
tile=228,2304,4608,192,384,96,336
tile=229,2496,4608,192,384,96,336
tile=230,2688,4608,192,384,96,336
tile=231,2880,4608,192,384,96,336
tile=232,0,4992,192,384,96,336
tile=233,192,4992,192,384,96,336
tile=234,384,4992,192,384,96,336
tile=235,576,4992,192,384,96,336
tile=236,768,4992,192,384,96,336
tile=237,960,4992,192,384,96,336
tile=238,1152,4992,192,384,96,336
tile=239,1344,4992,192,384,96,336
tile=240,1536,4992,192,384,96,336
tile=241,1728,4992,192,384,96,336
tile=242,1920,4992,192,384,96,336
tile=243,2112,4992,192,384,96,336
tile=244,2304,4992,192,384,96,336
tile=245,2496,4992,192,384,96,336
tile=246,2688,4992,192,384,96,336
tile=247,2880,4992,192,384,96,336
tile=248,0,5376,192,384,96,336
tile=249,192,5376,192,384,96,336
tile=250,384,5376,192,384,96,336
tile=251,576,5376,192,384,96,336
tile=252,768,5376,192,384,96,336
tile=253,960,5376,192,384,96,336
tile=254,1152,5376,192,384,96,336
tile=255,1344,5376,192,384,96,336
tile=256,1536,5376,192,384,96,336
tile=257,1728,5376,192,384,96,336
tile=258,1920,5376,192,384,96,336
tile=259,2112,5376,192,384,96,336
tile=260,2304,5376,192,384,96,336
